WID,Trial,WasFit,EmpLeft,EmpBal,EmpRight,ModLeft,ModBal,ModRight,LLH,HalfOrder
S156,CD_Mixed_9,Y,0,0,1,0.0624388715045,0.0336712952787,0.903889833217,-0.101047791927,second
S156,CW_Pure_6,Y,1,0,0,0.932657407021,0.0336712972964,0.0336712956822,-0.0697173406142,second
S156,CW_Mixed_0,Y,1,0,0,0.932657413276,0.0336712934628,0.033671293261,-0.0697173339077,second
S156,Bal_Mixed_7,Y,0,1,0,0.0480550711845,0.885910135227,0.0660347935888,-0.121139761031,second
S156,Bal_Mixed_6,Y,0,1,0,0.0588429046271,0.885910135227,0.0552469601462,-0.121139761031,second
S156,CD_Mixed_0,Y,0,0,1,0.0336713026433,0.0336713007265,0.93265739663,-0.0697173517557,second
S156,CW_Mixed_6,Y,0,0,1,0.932657408535,0.0336712964893,0.033671294976,-3.39110958572,second
S156,CW_Mixed_5,Y,1,0,0,0.93265740914,0.0336712965902,0.0336712942699,-0.0697173383426,second
S156,CD_Pure_0,Y,0,0,1,0.0480550898483,0.0336712979017,0.91827361225,-0.0852598802106,second
S156,CD_Pure_4,Y,0,0,1,0.0372672599366,0.0336712957831,0.92906144428,-0.0735804021184,second
S156,Bal_Mixed_0,Y,0,0,1,0.0480550711845,0.907485802112,0.0444591267036,-3.11318501293,second
S169,CD_Mixed_2,Y,0,0,1,0.332009627364,0.227699164864,0.440291207772,-0.820318935142,first
S169,CD_Mixed_1,Y,1,0,0,0.421551137783,0.206160056762,0.372288805455,-0.863814185571,first
S169,CW_Pure_11,Y,1,0,0,0.769223797622,0.156927809671,0.0738483927062,-0.262373327599,first
S169,Dist_Mixed_6,Y,1,0,0,0.467999991084,0.507999988435,0.0240000204813,-0.759287002117,first
S169,Dist_Mixed_1,Y,1,0,0,0.547999985787,0.419999994262,0.0320000199516,-0.601480017971,first
S169,Dist_Mixed_0,Y,1,0,0,0.535999986581,0.403999995321,0.0600000180977,-0.623621142946,first
S169,Weight_Mixed_0,Y,1,0,0,0.618450040908,0.172312886887,0.209237072205,-0.480538865016,first
S169,Weight_Mixed_7,Y,1,0,0,0.741530658634,0.178466917774,0.0800024235925,-0.299038771483,first
S169,CW_Mixed_13,Y,1,0,0,0.491369423446,0.227699164864,0.28093141169,-0.71055904418,first
S169,Dist_Mixed_7,Y,1,0,0,0.911999961686,0.068000017568,0.0200000207462,-0.092115330919,first
S169,Weight_Mixed_4,Y,1,0,0,0.618450040908,0.230776180307,0.150773778785,-0.480538865016,first
S169,Bal_Mixed_4,Y,0,1,0,0.0320000199516,0.939999959832,0.0280000202165,-0.0618754464501,first
S169,CW_Pure_3,Y,1,0,0,0.729222596861,0.172312886887,0.0984645162514,-0.315776248093,first
S169,Bal_Mixed_5,Y,0,1,0,0.0409230037139,0.927076976334,0.0320000199516,-0.0757186787468,first
S169,CD_Mixed_10,Y,1,0,0,0.495399508419,0.178466917774,0.326133573808,-0.702390754219,first
S169,Bal_Pure_1,Y,0,1,0,0.0400000194219,0.907999961951,0.0520000186274,-0.0965109422854,first
S169,CD_Mixed_12,Y,0,1,0,0.717251479484,0.0461552537178,0.236593266798,-3.07574448447,first
S169,CD_Pure_9,Y,0,1,0,0.449244276771,0.212314087648,0.33844163558,-1.54968855521,first
S169,CD_Mixed_15,Y,0,0,1,0.411089044594,0.18462094866,0.404290006746,-0.905622820064,first
S169,Bal_Mixed_0,Y,0,1,0,0.016000021011,0.971999957713,0.0120000212759,-0.0283995180267,first
S169,Weight_Pure_1,Y,1,0,0,0.652297210782,0.209237072205,0.138465717012,-0.427254976163,first
S169,Dist_Pure_6,Y,1,0,0,0.359999998234,0.442154024089,0.197845977677,-1.02165125244,first
S169,Dist_Pure_5,Y,1,0,0,0.567999984462,0.288000003002,0.144000012536,-0.565633887616,first
S169,Weight_Pure_2,Y,1,0,0,0.633835118123,0.230776180307,0.135388701569,-0.455966424419,first
S169,Weight_Pure_4,Y,1,0,0,0.617527056616,0.224622149421,0.157850793963,-0.482032395058,first
S169,Weight_Pure_7,Y,1,0,0,0.603064963692,0.230776180307,0.166158856001,-0.505730353909,first
S169,Weight_Pure_6,Y,1,0,0,0.661221397954,0.227699164864,0.111079437182,-0.413666551257,first
S169,Bal_Pure_2,Y,0,1,0,0.0280000202165,0.947999959302,0.0240000204813,-0.0534008196573,first
S169,Bal_Mixed_3,Y,0,1,0,0.016000021011,0.971999957713,0.0120000212759,-0.0283995180267,first
S169,CD_Pure_5,Y,0,1,0,0.381549937022,0.255392303852,0.363057759126,-1.36495446954,first
S169,Dist_Pure_2,Y,1,0,0,0.304000001942,0.575999983933,0.120000014125,-1.19072757119,first
S169,Bal_Mixed_1,Y,0,1,0,0.0409230037139,0.939999959832,0.0190770364542,-0.0618754464501,first
S169,CW_Pure_10,Y,1,0,0,0.876919338133,0.0953875008083,0.0276931610588,-0.131340265603,first
S169,Dist_Pure_1,Y,1,0,0,0.927999960626,0.0560000183626,0.016000021011,-0.0747235886244,first
S169,Dist_Pure_4,Y,1,0,0,0.837231013577,0.132000013331,0.0307689730925,-0.17765524469,first
S169,CB_Pure_10,Y,1,0,0,0.492292407738,0.24308424208,0.264623350182,-0.70868241436,first
S169,Dist_Pure_0,Y,1,0,0,0.431999993467,0.499999988965,0.068000017568,-0.83932970586,first
S169,Bal_Mixed_7,Y,0,1,0,0.016000021011,0.947999959302,0.0360000196868,-0.0534008196573,first
S169,CB_Mixed_7,Y,0,1,0,0.535370623942,0.221545133978,0.24308424208,-1.50712894512,first
S169,CB_Mixed_2,Y,1,0,0,0.507677484954,0.236930211194,0.255392303852,-0.677908905158,first
S169,Bal_Mixed_6,Y,0,1,0,0.0280000202165,0.947999959302,0.0240000204813,-0.0534008196573,first
S169,Bal_Pure_4,Y,0,1,0,0.00400002180555,0.983999956919,0.0120000212759,-0.0161294257118,first
S169,CB_Pure_3,Y,1,0,0,0.483061361409,0.227699164864,0.289239473727,-0.727611591145,first
S169,CB_Pure_4,Y,0,1,0,0.498446438625,0.221545133978,0.280008427398,-1.50712894512,first
S169,CD_Pure_0,Y,0,1,0,0.585247877995,0.141542732456,0.273209389549,-1.95515361134,first
S169,CB_Pure_6,Y,0,1,0,0.52306256217,0.209237072205,0.267700365625,-1.5642873531,first
S169,CB_Pure_7,Y,0,1,0,0.489215392295,0.230776180307,0.280008427398,-1.46630695458,first
